,Unnamed: 0,text,date,user,location,Clean_Tweet
1289,1289,"Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes”

 #Married #Chatting #Life #Unedited #Thankful 4 everyone st… https://t.co/SDI2uXr0bC",2021-12-02 10:24:00,DAPFpodcast,"Napa, California",Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone st …
1290,1290,"The US is already in full swing with booster shots for adults. Meanwhile the NL... 😩🤦🏽‍♀️

Anyway... Get your… https://t.co/FKF4Xq7BpW",2021-12-02 10:18:37,JenniferPeetes,Down to earth ,The US is already in full swing with booster for . Meanwhile the ... 😩🤦🏽‍♀️ Anyway ... Get your …
1291,1291,RT @MemesMedieval: Get yerself that #boostershot... #vaccinate #corona #COVID19 #medievalmemes #memes #medievaltwitter #monkabulous 1/2 htt…,2021-12-02 10:17:13,KhapTaap,,: Get that ... vaccinate corona COVID  /  …
1292,1292,Get yerself that #boostershot... #vaccinate #corona #COVID19 #medievalmemes #memes #medievaltwitter #monkabulous 1/2 https://t.co/u5DO3y5mKt,2021-12-02 10:14:55,MemesMedieval,The Hague,Get that ... vaccinate corona COVID  / 
1293,1293,"Booster done 💉✅ Super efficient set up at Sir James Hawkey Hall, Woodford. Great staff. #thankyouNHS #COVID19 #BoosterShot",2021-12-02 09:32:49,popster73,"London, England","Booster done 💉✅ Super efficient set up at Sir Hall , . Great staff . COVID"
1294,1294,"RT @weareSQUIRT: I'm doing an art challenge every month. For the month of December I'm looking back on the year 2021.

#bump #BoosterShot",2021-12-02 09:30:37,dudewithhair,Groningen,: I ' m doing an art challenge every month . For the month of I ' m looking back on the year  . bump
1295,1295,"I'm doing an art challenge every month. For the month of December I'm looking back on the year 2021.

#bump… https://t.co/ItQGnuo1v4",2021-12-02 09:28:29,weareSQUIRT,Groningen ,I ' m doing an art challenge every month . For the month of I ' m looking back on the year  . bump …
1296,1296,"RT @RebekahsRight: My friend works for @qldhealth. Staff in South Metro region are preparing for #lockdown in...

...wait for it...

...May…",2021-12-02 09:27:02,Portokal77,VICTORIA,: My friend works for . Staff in South region are for in ... ... wait for it ... ... May …
1297,1297,The 15 minute wait to see if I turn to jelly. Strawberry would be preferable #BoosterShot @NHSuk #babingtonbelper… https://t.co/r21PX8Fz9l,2021-12-02 09:23:13,McGuinnessMLC,Derbyshire,The  minute wait to see if I turn to jelly . Strawberry would be preferable …
1298,1298,"RT @RebekahsRight: My friend works for @qldhealth. Staff in South Metro region are preparing for #lockdown in...

...wait for it...

...May…",2021-12-02 09:20:23,headquarters31,"Gold Coast, Queensland Aus",: My friend works for . Staff in South region are for in ... ... wait for it ... ... May …
1299,1299,RT @SiFrew: Off to @GSTTnhs for my #boostershot next. #COVID19 - #luxury #brandambassador #bankingconsultant #travelblogger &amp; resident of #…,2021-12-02 09:15:48,SiFrew,"Barbican, London EC2",: Off to for my next . COVID - luxury & ; resident of …
1300,1300,Off to @GSTTnhs for my #boostershot next. #COVID19 - #luxury #brandambassador #bankingconsultant #travelblogger &amp; r… https://t.co/Mtbm2PojG8,2021-12-02 09:14:16,SiFrew,"Barbican, London EC2",Off to for my next . COVID - luxury & ; r …
1301,1301,NEWS: UK orders 114m extra Covid-19 vaccine doses so booster jabs campaign can be repeated #BoosterShot #AnalystDaily,2021-12-02 09:14:02,Analystdaily,,NEWS : m extra Covid -  vaccine so booster campaign can be repeated
1302,1302,still sore and feverish #boostershot but able to work in the clinic and attended a zoom interview,2021-12-02 09:06:47,dr_glena,,still sore and feverish but able to work in the clinic and a zoom interview
1303,1303,"RT @RebekahsRight: My friend works for @qldhealth. Staff in South Metro region are preparing for #lockdown in...

...wait for it...

...May…",2021-12-02 08:59:16,katinaleen,"Queensland, Australia",: My friend works for . Staff in South region are for in ... ... wait for it ... ... May …
1304,1304,"RT @RebekahsRight: My friend works for @qldhealth. Staff in South Metro region are preparing for #lockdown in...

...wait for it...

...May…",2021-12-02 08:25:01,bill_dobell,Highways of Australia,: My friend works for . Staff in South region are for in ... ... wait for it ... ... May …
1305,1305,"RT @SouthSnippets: All fully vaccinated adults are eligible to receive COVID-19 booster shots starting tomorrow, December 3 | via DOH

READ…",2021-12-02 08:10:18,glmr_rns21, artist 📷♫ // 🌼 // 🎹,": All fully are eligible to receive COVID -  booster starting tomorrow ,  | via READ …"
1306,1306,"RT @RebekahsRight: My friend works for @qldhealth. Staff in South Metro region are preparing for #lockdown in...

...wait for it...

...May…",2021-12-02 08:08:09,Marie24373752,Yorkshire,: My friend works for . Staff in South region are for in ... ... wait for it ... ... May …
1307,1307,"RT @RebekahsRight: My friend works for @qldhealth. Staff in South Metro region are preparing for #lockdown in...

...wait for it...

...May…",2021-12-02 08:06:17,chaz_reinheld,,: My friend works for . Staff in South region are for in ... ... wait for it ... ... May …
1308,1308,"RT @RebekahsRight: My friend works for @qldhealth. Staff in South Metro region are preparing for #lockdown in...

...wait for it...

...May…",2021-12-02 08:05:08,FreedomLoverAus,,: My friend works for . Staff in South region are for in ... ... wait for it ... ... May …
1309,1309,"RT @RebekahsRight: My friend works for @qldhealth. Staff in South Metro region are preparing for #lockdown in...

...wait for it...

...May…",2021-12-02 08:03:46,KeyganTherese,"Western Australia, Australia",: My friend works for . Staff in South region are for in ... ... wait for it ... ... May …
1310,1310,"RT @RebekahsRight: My friend works for @qldhealth. Staff in South Metro region are preparing for #lockdown in...

...wait for it...

...May…",2021-12-02 08:00:31,Sam12554430,Australia ,: My friend works for . Staff in South region are for in ... ... wait for it ... ... May …
1311,1311,"RT @RebekahsRight: My friend works for @qldhealth. Staff in South Metro region are preparing for #lockdown in...

...wait for it...

...May…",2021-12-02 07:52:03,JamesJDfullstop,Australia aka South China,: My friend works for . Staff in South region are for in ... ... wait for it ... ... May …
1312,1312,"My friend works for @qldhealth. Staff in South Metro region are preparing for #lockdown in...

...wait for it...

.… https://t.co/UBQxMEE6uJ",2021-12-02 07:50:49,RebekahsRight,UU (Underground Unvaxxed),My friend works for . Staff in South region are for in ... ... wait for it ... .…
1313,1313,RT @philstarlife: The Department of Health (DOH) has announced that fully vaccinated adults are eligible to receive their COVID-19 booster…,2021-12-02 07:47:23,PhilippineStar,Philippines,: The Department of Health ( ) that fully are eligible to receive their COVID -  booster …
1314,1314,The Department of Health (DOH) has announced that fully vaccinated adults are eligible to receive their COVID-19 bo… https://t.co/ICnuuBNy6h,2021-12-02 07:47:04,philstarlife,"Port Area, Manila",The Department of Health ( ) that fully are eligible to receive their COVID -  bo …
1315,1315,The @SerumInstIndia has sought Drug Controller General of India (DCGI)’s approval for #Covishield as a #BoosterShot… https://t.co/kLTk7mY2a3,2021-12-02 07:27:00,MumbaiLiveNews,"Mumbai, India",The sought Drug Controller General of ( )’ s approval for as a …
1316,1316,"RT @S10Blade: Two cardiac arrests at football matches. One at Watford v Chelsea and the other at Southampton v Leicester. Obviously, irs un…",2021-12-02 07:17:29,frankyblade1889,GODS CITY South Sheffield ,": Two cardiac at football . One at v and the other at v . Obviously , un …"
1317,1317,"#Omicron Strain: Serum Institute seeks DCGI nod for #Covishield booster dose #BoosterShot 
https://t.co/ji4tIsRTRn",2021-12-02 07:01:05,Kalingatv,"Odisha, India",Omicron Strain : Serum Institute nod for booster dose
1318,1318,"RT @NekoKiririn: Ok I'm sorry guys, the booster shot of this vaccine got me feeling real bad. I slept all day, just woke, completely missed…",2021-12-02 06:59:46,ErikTheTyrant_,,": I ' m sorry , the booster shot of this vaccine got me feeling real bad . I slept all day , just woke , completely …"
1319,1319,"All fully vaccinated adults are eligible to receive COVID-19 booster shots starting tomorrow, December 3 | via DOH… https://t.co/AmX4C8Ru5L",2021-12-02 06:55:30,SouthSnippets,South Metro Manila,"All fully are eligible to receive COVID -  booster starting tomorrow ,  | via …"
